"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000091971"	1319.86639909003	-3.30799673352131	0.382478314637159	2.40336940144239e-20	5.64863910421005e-16
"ENSMUSG00000047139"	1501.36095909905	-1.33500612402682	0.189623237506524	3.25818160607766e-13	3.82885211438216e-09
"ENSMUSG00000020641"	1732.57792091627	-1.92273208184563	0.284551601683198	5.33177519913291e-13	4.17709041684069e-09
"ENSMUSG00000063415"	252.685184955218	1.21872432067301	0.179278189999985	1.47026791620773e-12	8.63892670865756e-09
"ENSMUSG00000044468"	4670.83562149243	-2.05609285783156	0.319873388091969	2.48289007334075e-12	1.16710730787456e-08
"ENSMUSG00000061816"	29112.5351350668	0.896696339589782	0.139877674676755	5.08590344732402e-12	1.86806795073464e-08
"ENSMUSG00000041360"	5105.0849977178	1.45341768546276	0.219541273641928	5.56374745995936e-12	1.86806795073464e-08
"ENSMUSG00000027078"	7690.37666604466	-1.55665698485336	0.245359891044771	2.86259008446271e-11	8.40993184439089e-08
"ENSMUSG00000072589"	154.339330697329	-2.3749926599012	0.414933695845878	4.6868784319892e-11	1.22395226430047e-07
"ENSMUSG00000090877"	651.842256231427	-3.3092914025812	0.597022904413227	1.11731525723013e-10	2.62602604906798e-07
"ENSMUSG00000075184"	189.476901271278	-1.96768982912056	0.335204899820472	1.23717179483205e-10	2.64338624490342e-07
"ENSMUSG00000008843"	15.9691739221996	-6.20770358865142	1.06922815702022	1.56763362965847e-10	3.07034109982191e-07
"ENSMUSG00000005483"	2955.85426223734	-0.969651730372617	0.167684406173677	3.22044575180041e-10	5.82231819265884e-07
"ENSMUSG00000021087"	572.925467280106	1.28105016976138	0.221764731277884	9.0681952351226e-10	1.52235566150776e-06
"ENSMUSG00000024081"	410.088098789847	-0.809771354383825	0.14861338172094	1.04862207374188e-09	1.64305097327703e-06
"ENSMUSG00000021647"	392.297207375027	5.79329272319045	1.17106052229877	1.11850830333644e-08	1.54637062666567e-05
"ENSMUSG00000018822"	287.629615601965	2.17879108698487	0.447650504546486	1.11444064154516e-08	1.54637062666567e-05
"ENSMUSG00000051839"	603.133497059768	-1.77313497492168	0.347101414536038	1.64791205766858e-08	2.15171539396582e-05
"ENSMUSG00000038555"	94.4885923927419	1.53551091350987	0.295835266411593	1.90484108739872e-08	2.35628842511222e-05
"ENSMUSG00000027330"	586.060744735127	-1.18682754971006	0.237015590301893	3.64849587383644e-08	4.28752992613889e-05
"ENSMUSG00000010086"	11.7160655007598	4.91534253791074	1.08852480767899	6.73932728056799e-08	7.54259090834235e-05
"ENSMUSG00000045193"	4794.94437703252	0.589335555649933	0.135510756397499	7.67635979901322e-08	8.20079474346398e-05
"ENSMUSG00000038943"	53.1546954017537	-1.39861755121438	0.287532654148427	8.78906120098628e-08	8.9812741481209e-05
"ENSMUSG00000034248"	4363.94776895776	-1.58221301795321	0.329063474839249	9.78895189649461e-08	9.58623901763803e-05
"ENSMUSG00000023484"	232.301881791482	3.17391482028411	0.774384442032411	1.07342638619961e-07	0.000100914961419398
"ENSMUSG00000121503"	93.2098615772684	-1.57369995480255	0.329980029635464	1.16130532364321e-07	0.000104977534698409
"ENSMUSG00000042331"	844.270338203277	-1.73568219217858	0.373531655105896	1.37339166491171e-07	0.000119551201112666
"ENSMUSG00000025889"	2657.29078572079	-1.54371558789033	0.328923855719775	1.62340764513859e-07	0.000136267678156044
"ENSMUSG00000018819"	5061.19026044277	0.412732989259698	0.107215020152778	1.96410412671775e-07	0.00015564028837892
"ENSMUSG00000035964"	13.3742192815374	5.49676465544724	1.43410371918271	1.99188009280322e-07	0.00015564028837892
"ENSMUSG00000024675"	78.5494190528768	-1.60395547797854	0.347907111238506	2.05286514051249e-07	0.00015564028837892
"ENSMUSG00000097697"	181.088322574304	1.84393674548571	0.415123364598748	2.21746584787687e-07	0.000162865936945781
"ENSMUSG00000062380"	228.8306167207	3.91394187572545	0.991349707703406	2.72147595221087e-07	0.000177674581402256
"ENSMUSG00000038357"	113.461050096637	-2.70986697080939	0.700808499655853	2.54978390819186e-07	0.000177674581402256
"ENSMUSG00000078853"	1283.85013643996	-1.46295369692773	0.319706896613923	2.6655106630212e-07	0.000177674581402256
"ENSMUSG00000036594"	4321.95239192586	-0.891411107502698	0.208325289702467	2.67945084851076e-07	0.000177674581402256
"ENSMUSG00000059361"	24.8768555047741	5.26758460470508	1.49442811348066	3.88562923676039e-07	0.000246821470139404
"ENSMUSG00000036322"	2026.00291213779	-0.896627324184676	0.21612610991388	4.30610183374683e-07	0.000266332398417241
"ENSMUSG00000064339"	2794243.40441183	-0.678686885930504	0.17195372733691	4.44418450928404e-07	0.000267824791081289
"ENSMUSG00000039236"	4128.48693876772	-1.16891977523587	0.269394387337757	4.7445709684907e-07	0.000275252476130637
"ENSMUSG00000089764"	291.581620268511	-1.30142127035517	0.296283015738118	4.80166426471349e-07	0.000275252476130637
"ENSMUSG00000033491"	19.5605358097436	4.11172855926903	1.11882442798776	5.37028691005491e-07	0.000300518698207192
"ENSMUSG00000022283"	23216.1318766202	-1.19925883403061	0.280119861222121	6.05529482618148e-07	0.000330971149534287
"ENSMUSG00000058159"	298.06239250562	0.894486897073943	0.221742060503571	6.27783318033238e-07	0.000335336166448527
"ENSMUSG00000056234"	460.80836309339	-1.01183175205361	0.244916584463129	6.44040336803276e-07	0.000336375111908609
"ENSMUSG00000021270"	3828.63242655473	-0.836556726034186	0.211107182789831	6.65717375180337e-07	0.000340138162366597
"ENSMUSG00000027514"	234.12201202137	-2.1488706087628	0.562977112166839	7.28650222501031e-07	0.000356237636476484
"ENSMUSG00000025498"	3409.16465390447	-1.56578242544822	0.368757208181904	7.29406640648289e-07	0.000356237636476484
"ENSMUSG00000006574"	554.460050272143	-1.79398685331212	0.436837555005326	7.42698557092614e-07	0.000356237636476484
"ENSMUSG00000033615"	76.7210518377841	4.18516819161238	1.20780296015753	8.034612149032e-07	0.000363149017959037
"ENSMUSG00000031654"	37.6846053309936	-2.87551323084919	0.828245969130746	7.99655308890768e-07	0.000363149017959037
"ENSMUSG00000097613"	13.8166615873862	3.97361373539547	1.13971687337024	7.93616657019368e-07	0.000363149017959037
"ENSMUSG00000110235"	19.145207554448	-3.185931672513	0.941127624730782	9.60680625817281e-07	0.000426016542426105
"ENSMUSG00000042750"	108.010133398885	3.49167936491426	1.03639186558821	1.00879669776407e-06	0.000432212579858909
"ENSMUSG00000030878"	1911.97496892268	-1.20178216673041	0.291955683749885	1.01143223810747e-06	0.000432212579858909
