"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000098973"	1034.90480873472	1.75859371728939	1.92810158347659	7.57046614855115e-07	0.0245124123423938
"ENSMUSG00000035202"	33203.1586617788	0.635642190134349	1.22204978913448	2.5383568713471e-06	0.0410947285686739
"ENSMUSG00000020599"	698.16767969777	0.087086959475395	0.540072217879398	3.48293189965333e-05	0.281934629947188
"ENSMUSG00000064339"	355583.749630755	0.0152691271901986	0.124708073906771	2.81011290457001e-05	0.281934629947188
"ENSMUSG00000096887"	203.441630153048	0.0247494934694592	0.221423054611814	6.02479262874829e-05	0.375212552947293
"ENSMUSG00000086324"	2451.31695706556	0.0374859911186322	0.324581345943877	6.95288711104035e-05	0.375212552947293
"ENSMUSG00000119584"	1982995.99817375	0.0373664589042408	0.34283084751421	8.24475311952934e-05	0.3813669446532
"ENSMUSG00000064337"	163393.445568442	0.0147120699202358	0.181813397588619	0.000136988396265081	0.554443410333381
"ENSMUSG00000086053"	0.19144738029256	2.08801737776642e-05	0.0130157407526605	0.682651468705788	0.999874218447307
"ENSMUSG00000102135"	5.146238776741	8.47379551372318e-05	0.00623088827502742	0.12121588058933	0.999874218447307
"ENSMUSG00000100764"	1.13902713246998	-3.0095190499308e-05	0.00747568838214813	0.412127127045796	0.999874218447307
"ENSMUSG00000100635"	0.824802965468937	-1.30632967735783e-05	0.00784358914370493	0.715572805209562	0.999874218447307
"ENSMUSG00000100480"	3.83894725565183	-6.08345499466219e-06	0.0051081897003778	0.888412892391273	0.999874218447307
"ENSMUSG00000100025"	16.3174296135483	3.76676958339796e-05	0.0050326132381594	0.513318559877366	0.999874218447307
"ENSMUSG00000051285"	4066.06738415177	-9.49767919255756e-05	0.00488836507317335	0.658267612141409	0.999874218447307
"ENSMUSG00000098201"	16.9481831203894	9.58420713954576e-05	0.00505430974554013	0.220553157992442	0.999874218447307
"ENSMUSG00000103509"	189.703434340422	6.80015282518323e-05	0.00491332915449731	0.509933417246386	0.999874218447307
"ENSMUSG00000048538"	1692.58082518059	0.000131173543754455	0.0049032959255115	0.355176765496042	0.999874218447307
"ENSMUSG00000097797"	4.79523056546661	4.64184238580104e-05	0.00533599106220146	0.340740442407877	0.999874218447307
"ENSMUSG00000104226"	0.215847408981614	-2.06198737926451e-05	0.0114527550277955	0.659959199998239	0.999874218447307
"ENSMUSG00000039748"	8.4450065289518	2.06756522530037e-05	0.00509100119892378	0.6634040702366	0.999874218447307
"ENSMUSG00000057363"	378.991968405884	-0.000164755878507702	0.00489555919231144	0.349528585657906	0.999874218447307
"ENSMUSG00000047216"	2.71562925834565	-8.30047062567027e-05	0.0116453759023726	0.121705197914939	0.999874218447307
"ENSMUSG00000090243"	7.44174911265264	6.31399657431925e-05	0.00569292851543712	0.210121449911107	0.999874218447307
"ENSMUSG00000100701"	49.084288270752	6.93734625166542e-05	0.00490338862841497	0.558505102538197	0.999874218447307
"ENSMUSG00000100555"	3.83095230302643	-6.42828559800312e-05	0.00646650639705972	0.171786649163806	0.999874218447307
"ENSMUSG00000038702"	66.890658959546	1.58586761457074e-05	0.00489887937302817	0.892460467074281	0.999874218447307
"ENSMUSG00000101875"	3.54042951633299	3.74330474931342e-05	0.00571068370337131	0.363844289497722	0.999874218447307
"ENSMUSG00000099732"	0.353814797746515	5.71458996024434e-06	0.00886587804315348	0.883324296558336	0.999874218447307
"ENSMUSG00000101054"	0.406479960916956	-3.60786929309101e-05	0.0140606367560431	0.504896365494258	0.999874218447307
"ENSMUSG00000033021"	520.78247321087	3.95970971780115e-05	0.00489472105813128	0.780209611402787	0.999874218447307
"ENSMUSG00000055214"	0.169933775770551	4.65128549545607e-06	0.012444968757343	0.925117214564139	0.999874218447307
"ENSMUSG00000078184"	19.9834294826722	-5.94282352902459e-05	0.00492562923212796	0.509191461618081	0.999874218447307
"ENSMUSG00000033007"	0.786747967606324	1.21448611214421e-05	0.00920142283786197	0.761131462314608	0.999874218447307
"ENSMUSG00000102605"	0.187798789091229	2.07906813777334e-05	0.0130636711907129	0.684582081038233	0.999874218447307
"ENSMUSG00000025909"	0.455764578353967	4.92296984539729e-05	0.0150752579123448	0.39049093695232	0.999874218447307
"ENSMUSG00000086235"	3.61866886750631	1.14528345089499e-06	0.00514645207300828	0.977844629640706	0.999874218447307
"ENSMUSG00000084353"	18.3270789524141	-3.45719190235803e-05	0.00493813759667828	0.643203406392277	0.999874218447307
"ENSMUSG00000103933"	246.797747799281	0.000205140867087918	0.00493438717808044	0.14625179846218	0.999874218447307
"ENSMUSG00002075967"	12.3400561593214	6.9115441271024e-05	0.00510892888444825	0.283425266968771	0.999874218447307
"ENSMUSG00000066693"	7.13414986579032	0.000144360758938038	0.00787864928421757	0.0385168594865462	0.999874218447307
"ENSMUSG00000101571"	0.457884016133817	3.27727171210163e-06	0.00860769000688985	0.931501740258766	0.999874218447307
"ENSMUSG00000103411"	0.335550516508556	-1.43492370138573e-05	0.0093527984176826	0.722500251083118	0.999874218447307
"ENSMUSG00000061024"	402.212207272996	1.76827156125796e-05	0.00489580376051201	0.893323250164115	0.999874218447307
"ENSMUSG00000099870"	0.326050971728885	-3.52377568606067e-05	0.0119434707505706	0.46602477975345	0.999874218447307
"ENSMUSG00000026374"	1513.23989561272	-0.000335890655260073	0.00488490511198571	0.251235941262021	0.999874218447307
"ENSMUSG00000026377"	860.213374068132	0.00010379469236574	0.00488968235905391	0.603691875353825	0.999874218447307
"ENSMUSG00000025911"	2451.42701236889	1.5706514379546e-05	0.00488836511993578	0.939788461669311	0.999874218447307
"ENSMUSG00000081441"	4.79594244409433	3.08001442175625e-07	0.00518180523042319	0.993844191539216	0.999874218447307
"ENSMUSG00000067879"	7.700753092757	0.000117557982672387	0.00669440393488724	0.0653581141373372	0.999874218447307
"ENSMUSG00000057335"	470.097448845793	-0.000161094080005666	0.00488980722094545	0.445660172130518	0.999874218447307
"ENSMUSG00000103634"	2.99764824962995	-1.05088931117587e-05	0.00521315522905827	0.79274393331276	0.999874218447307
"ENSMUSG00000104154"	7.01652910238014	-1.4808139772687e-05	0.0050199792452414	0.774138670183181	0.999874218447307
